MaintenanceID,TurbineID,MaintenanceDate,MaintenanceType,Cost
1951,130,2025-01-11,Corrective,6112.27
1952,12,2025-02-04,Preventive,9008.56
1953,102,2025-10-28,Corrective,8181.43
1954,113,2025-11-28,Preventive,2803.68
1955,35,2025-07-26,Preventive,5131.94
1956,31,2025-04-24,Preventive,1849.31
1957,63,2025-07-25,Preventive,5428.63
1958,112,2025-07-05,Preventive,6827.77
1959,71,2025-11-27,Corrective,8174.78
1960,3,2025-06-13,Preventive,1930.97
1961,81,2025-02-04,Preventive,5758.56
1962,73,2025-07-08,Corrective,7738.43
1963,56,2025-11-09,Preventive,3107.96
1964,11,2025-02-03,Preventive,2040.15
1965,66,2025-02-09,Corrective,4034.02
1966,67,2025-03-29,Corrective,2624.82
1967,6,2025-06-18,Corrective,3116.94
1968,17,2025-03-18,Corrective,5072.51
1969,28,2025-11-29,Preventive,9446.91
1970,12,2025-11-13,Corrective,2263.93
1971,99,2025-10-07,Corrective,5502.77
1972,73,2025-02-28,Preventive,8048.66
1973,144,2025-06-20,Preventive,6725.03
1974,146,2025-06-16,Preventive,7823.9
1975,140,2025-02-15,Corrective,994.87
1976,21,2025-03-04,Corrective,8732.1
1977,150,2025-01-13,Corrective,672.95
1978,137,2025-05-02,Preventive,1826.74
1979,38,2025-10-06,Preventive,8246.88
1980,57,2025-08-21,Corrective,9229.72
1981,63,2025-10-27,Preventive,1264.99
1982,114,2025-01-07,Preventive,4396.41
1983,43,2025-02-06,Preventive,7542.75
1984,88,2025-05-20,Corrective,4087.93
1985,57,2025-11-24,Preventive,9935.63
1986,40,2025-06-26,Preventive,2145.85
1987,14,2025-12-22,Preventive,4593.62
1988,94,2025-10-02,Preventive,7927.34
1989,87,2025-08-24,Corrective,9079.69
1990,123,2025-11-28,Corrective,4797.69
1991,132,2025-04-10,Corrective,8833.89
1992,145,2025-02-04,Corrective,8557.97
1993,113,2025-11-11,Corrective,5274.63
1994,48,2025-09-13,Preventive,1667.5
1995,3,2025-01-02,Corrective,9804.16
1996,116,2025-03-05,Corrective,6504.66
1997,26,2025-08-30,Preventive,9430.3
1998,30,2025-11-08,Corrective,6489.56
1999,141,2025-08-04,Corrective,8355.11
2000,135,2025-05-07,Preventive,7233.2
